   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -1.250     0.000   0.084190   0.000405   0.010038   0.010444   0.000000  -0.000000   0.002662   0.000000   0.000000   28.0000     0.4073
   -1.000     0.000   0.097041   0.000538   0.009791   0.010329   0.000000  -0.000000   0.005216   0.000000   0.000000   28.0000     0.3923
   -0.750     0.000   0.111950   0.000696   0.009605   0.010301   0.000000  -0.000000   0.007250   0.000000   0.000000   28.0000     0.3844
   -0.500     0.000   0.125902   0.000851   0.009379   0.010230   0.000000  -0.000000   0.009553   0.000000   0.000000   28.0000     0.3766
   -0.250     0.000   0.142138   0.001049   0.009229   0.010278   0.000000  -0.000000   0.011369   0.000000   0.000000   28.0000     0.3731
    0.000     0.000   0.154418   0.001189   0.008927   0.010115   0.000000  -0.000000   0.013644   0.000000   0.000000   28.0000     0.3675
    0.250     0.000   0.169760   0.001393   0.008799   0.010192   0.000000   0.000000   0.015716   0.000000  -0.000000   28.0000     0.3643
    0.500     0.000   0.187542   0.001679   0.008772   0.010452   0.000000  -0.000000   0.017188   0.000000   0.000000   28.0000     0.3641
    0.750     0.000   0.205678   0.002008   0.008783   0.010791   0.000000  -0.000000   0.018781   0.000000   0.000000   28.0000     0.3637
    1.000     0.000   0.226295   0.002416   0.008823   0.011239   0.000000  -0.000000   0.019685   0.000000   0.000000   28.0000     0.3656
    1.250     0.000   0.246470   0.002856   0.008866   0.011723   0.000000  -0.000000   0.020914   0.000000   0.000000   28.0000     0.3665
    1.500     0.000   0.267538   0.003356   0.008926   0.012281   0.000000   0.000000   0.021853   0.000000  -0.000000   28.0000     0.3679
    1.750     0.000   0.288829   0.003907   0.008991   0.012898   0.000000   0.000000   0.022704  -0.000000  -0.000000   28.0000     0.3693
    2.000     0.000   0.309794   0.004496   0.009064   0.013560   0.000000  -0.000000   0.023640   0.000000   0.000000   28.0000     0.3704
    2.250     0.000   0.331134   0.005128   0.009153   0.014282   0.000000  -0.000000   0.024611   0.000000   0.000000   28.0000     0.3712
    2.500     0.000   0.351716   0.005792   0.009250   0.015041   0.000000  -0.000000   0.025721   0.000000  -0.000000   28.0000     0.3717
    2.750     0.000   0.373587   0.006516   0.009357   0.015873   0.000000   0.000000   0.026459   0.000000  -0.000000   28.0000     0.3728
    3.000     0.000   0.395656   0.007331   0.009479   0.016810   0.000000   0.000000   0.027074  -0.000000  -0.000000   28.0000     0.3739
    3.250     0.000   0.417383   0.008155   0.009598   0.017752   0.000000   0.000000   0.028012  -0.000000  -0.000000   28.0000     0.3745
    3.500     0.000   0.438023   0.008976   0.009686   0.018662   0.000000  -0.000000   0.029179   0.000000  -0.000000   28.0000     0.3746
    4.000     0.000   0.478818   0.010941   0.010046   0.020987   0.000000  -0.000000   0.032051  -0.000000  -0.000000   28.0000     0.3741
    4.500     0.000   0.523953   0.013109   0.010264   0.023373   0.000000  -0.000000   0.033460  -0.000000  -0.000000   28.0000     0.3756
    4.750     0.000   0.546186   0.014171   0.010374   0.024545   0.000000  -0.000000   0.034327  -0.000000  -0.000000   28.0000     0.3760
    5.000     0.000   0.568014   0.015319   0.010499   0.025817   0.000000  -0.000000   0.035149  -0.000000  -0.000000   28.0000     0.3764
    5.250     0.000   0.588884   0.016558   0.010626   0.027185   0.000000  -0.000000   0.036149  -0.000000  -0.000000   28.0000     0.3765
    5.500     0.000   0.608862   0.017681   0.010758   0.028439   0.000000  -0.000000   0.037402  -0.000000  -0.000000   28.0000     0.3764
    5.750     0.000   0.628584   0.018916   0.010892   0.029808   0.000000  -0.000000   0.038529  -0.000000  -0.000000   28.0000     0.3763
    6.000     0.000   0.651640   0.020323   0.011012   0.031335   0.000000  -0.000000   0.039236  -0.000000  -0.000000   28.0000     0.3768
    6.250     0.000   0.674962   0.021796   0.011119   0.032915   0.000000   0.000000   0.039810  -0.000000  -0.000000   28.0000     0.3773
    6.500     0.000   0.697793   0.023313   0.011223   0.034536   0.000000  -0.000000   0.040470  -0.000000  -0.000000   28.0000     0.3778
    6.750     0.000   0.719288   0.024907   0.011333   0.036241   0.000000   0.000000   0.041275  -0.000000  -0.000000   28.0000     0.3780
    7.000     0.000   0.739470   0.026416   0.011478   0.037893   0.000000   0.000000   0.042752  -0.000000  -0.000000   28.0000     0.3776
    7.250     0.000   0.760637   0.027903   0.011589   0.039491   0.000000   0.000000   0.043851  -0.000000  -0.000000   28.0000     0.3776
    7.500     0.000   0.780025   0.029347   0.011715   0.041062   0.000000   0.000000   0.045096  -0.000000  -0.000000   28.0000     0.3774
    8.750     0.000   0.879345   0.038764   0.013275   0.052040   0.000000  -0.000000   0.053382  -0.000000   0.000000   28.0000     0.3750
    9.000     0.000   0.901948   0.040775   0.013457   0.054232   0.000000  -0.000000   0.054096  -0.000000   0.000000   28.0000     0.3753
    9.250     0.000   0.923119   0.042827   0.013653   0.056480   0.000000  -0.000000   0.055039  -0.000000   0.000000   28.0000     0.3753
    9.500     0.000   0.944492   0.044944   0.013832   0.058776   0.000000  -0.000000   0.056132  -0.000000  -0.000000   28.0000     0.3753
    9.750     0.000   0.964692   0.046858   0.013974   0.060832   0.000000  -0.000000   0.057463  -0.000000  -0.000000   28.0000     0.3751
   10.000     0.000   0.985394   0.048922   0.014149   0.063072   0.000000  -0.000000   0.058588  -0.000000  -0.000000   28.0000     0.3750
   10.250     0.000   1.004125   0.050956   0.014469   0.065425   0.000000  -0.000000   0.060179  -0.000000  -0.000000   28.0000     0.3746
   10.500     0.000   1.023528   0.053074   0.014689   0.067762   0.000000  -0.000000   0.061370  -0.000000  -0.000000   28.0000     0.3744
   10.750     0.000   1.043855   0.055249   0.014929   0.070178   0.000000  -0.000000   0.062746  -0.000000   0.000000   28.0000     0.3742
   11.000     0.000   1.063249   0.057691   0.015126   0.072817   0.000000  -0.000000   0.064444  -0.000000  -0.000000   28.0000     0.3738
   11.250     0.000   1.081515   0.059977   0.015280   0.075257   0.000000  -0.000000   0.066734  -0.000000  -0.000000   28.0000     0.3730
   11.500     0.000   1.099928   0.062251   0.015449   0.077700   0.000000  -0.000000   0.068831  -0.000000  -0.000000   28.0000     0.3724
   11.750     0.000   1.119047   0.064517   0.015640   0.080156   0.000000  -0.000000   0.070538  -0.000000  -0.000000   28.0000     0.3720
   12.000     0.000   1.137233   0.066892   0.015900   0.082792   0.000000   0.000000   0.072290  -0.000000  -0.000000   28.0000     0.3715
   12.250     0.000   1.151162   0.068882   0.016182   0.085065   0.000000   0.000000   0.075411  -0.000000  -0.000000   28.0000     0.3703
   12.500     0.000   1.164473   0.070944   0.016495   0.087439   0.000000   0.000000   0.078910  -0.000000  -0.000000   28.0000     0.3689
   12.750     0.000   1.177974   0.072966   0.016806   0.089772   0.000000  -0.000000   0.081843  -0.000000  -0.000000   28.0000     0.3677
   13.000     0.000   1.193579   0.075120   0.017109   0.092229   0.000000  -0.000000   0.084233  -0.000000  -0.000000   28.0000     0.3669
   13.250     0.000   1.209442   0.077404   0.017439   0.094843   0.000000  -0.000000   0.086380  -0.000000  -0.000000   28.0000     0.3663
   13.500     0.000   1.224123   0.079931   0.017949   0.097880   0.000000  -0.000000   0.089455  -0.000000   0.000000   28.0000     0.3652
   13.750     0.000   1.241394   0.082333   0.018279   0.100612   0.000000  -0.000000   0.091375  -0.000000  -0.000000   28.0000     0.3647
   14.000     0.000   1.251972   0.084200   0.018707   0.102906   0.000000   0.000000   0.094653  -0.000000  -0.000000   28.0000     0.3634
   14.250     0.000   1.263617   0.086121   0.019226   0.105347   0.000000   0.000000   0.097683  -0.000000  -0.000000   28.0000     0.3623
   14.500     0.000   1.275053   0.088385   0.019908   0.108293   0.000000   0.000000   0.101320  -0.000000  -0.000000   28.0000     0.3609
   14.750     0.000   1.276596   0.091650   0.022531   0.114181   0.000000  -0.000000   0.108156  -0.000000  -0.000000   28.0000     0.3574
   15.000     0.000   1.289924   0.093702   0.023052   0.116754   0.000000  -0.000000   0.110480  -0.000000  -0.000000   28.0000     0.3567
   15.250     0.000   1.300714   0.095687   0.023731   0.119417   0.000000  -0.000000   0.113134  -0.000000   0.000000   28.0000     0.3558
   15.500     0.000   1.314092   0.097978   0.024357   0.122334   0.000000  -0.000000   0.115511  -0.000000   0.000000   28.0000     0.3551
   15.750     0.000   1.325993   0.100569   0.025480   0.126049   0.000000  -0.000000   0.118254  -0.000000  -0.000000   28.0000     0.3541
   16.000     0.000   1.334152   0.102309   0.026223   0.128532   0.000000  -0.000000   0.121479  -0.000000  -0.000000   28.0000     0.3528


